id,argument,label,set,topic
39,"Several peer-reviewed studies show that children who play M-rated games are more likely to bully their peers, get into physical fights, be hostile, argue with teachers, and show aggression towards their peers throughout the school year.",0.8,train,We should ban the sale of violent video games to minors
40,Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,0.636363636,train,We should promote autonomous cars
41,"Given most deseases spread in more ways than by humans, and given most people are vaccinated, the profit to society (or damage to it) is n&eacute;gligeable and therefor not worth limiting people's freedom over",0.444444444,train,Flu vaccination should not be mandatory
42,kids can learn alot right from wrong playing thoes video games. when playing violent games with proper parental presence it can be even beneficial,0.6,train,We should allow the sale of violent video games to minors
43,"It is important that as a user of many different social platforms and a consumer both online and offline, my data is protected",0.5625,train,We should support information privacy laws
44,Social media use is associated with personality and brain disorders.,0.545454545,train,Social media brings more harm than good
45,"In order to attract more views, newspapers publish on their page in social media a link to an article, but with a misleading headline. People who don't read the article may get wrong information.",0.529411765,train,Social media brings more harm than good
46,"Professional athletes are role models and if they are allowed to dope, kids will start doping too.",0.9,train,We should ban doping in sport
47,It must not be allowed for spreading established evils in the name of free society because its distinct boundary between established right and wrong which makes our human civilization distinct from other animals.,0.375,train,Social media brings more harm than good
48,social media connects people in a way no other communication method has ever did,0.3125,train,Social media brings more good than harm
49,"Without the ban of violent video games to minors, children are able to play these games without their parents permission, and the government should help to enforce what parents deem best for their children.",0.5,train,We should ban the sale of violent video games to minors
50,"If limitations are not put in place, companies will be encouraged to gather as much information on individuals as possible in order to monetize it.",1.0,train,We should support information privacy laws
51,"People are likely to feel that they have ""done their part"" and not opt into other vaccinations - which are often more important, as they prevent more severe diseases.",0.4,train,Flu vaccination should not be mandatory
52,"The harms of fossil fuels are international and not directed specifically at the places that pollute the most, banning them is the only way to change this bad incentive structure.",0.75,train,We should ban fossil fuels
53,"The need to always present our best selfs to the world through selfies, pictures of trip highlights and more caused us to be more self involved and narcissistic.",0.5555555560000001,train,Social media brings more harm than good
54,"Cities in the U.S. should invest in better mass transportation systems instead of autonomous vehicles, which will cost more per passenger per mile.",0.7,train,We should limit autonomous cars
55,There are financial incentives for rushing autonomous vehicles into production before they can operate safely in all plausible scenarios.,0.444444444,train,We should promote autonomous cars
56,We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.,0.615384615,train,We should adopt vegetarianism
57,Social media is everywhere and it worst hit in dealing the relations as privacy of the family relations and memebers are easily targerted and taggged .,0.7,train,Social media brings more harm than good
58,Social Media can help inform people about the things that happen in the world. People spend the best part of their days in it and the majority of news they see were seen through social media,0.6,train,Social media brings more good than harm
59,A race to the bottom which leaves 2 tough options - leaving sport or personal risk,0.571428571,train,We should ban doping in sport
60,"Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.",0.7777777779999999,train,We should promote autonomous cars
61,Autonomous cars will bring remedy to spatial problems in cities. They will simplify car sharing such that the need for parking lots will be decreased substantially.,0.7777777779999999,train,We should promote autonomous cars
62,Social media provides a platform for more direct to the public sources of news and information which can lead to a more informed populous when it comes to their important issues.,0.5555555560000001,train,Social media brings more good than harm
63,"Online today for social media, followed by being dead to the world in real life! Information today, propaganda tomorrow! Too much data to consume, at the cost of a life to waste without using such data!",0.111111111,train,Social media brings more harm than good
64,"These games are a great opportunity for parents to teach their children the difference between fantasy and reality, in addition, the parents can teach their children how to actively differentiate between fantasy and reality.",0.5625,train,We should allow the sale of violent video games to minors
65,"Crypto companies can print money without accountability, so the price can crash at any time.",0.578947368,train,We should abandon cryptocurrency
66,Social interactions existed before Facebook without many of the adverse effects it brought to the world.,0.461538462,train,Social media brings more harm than good
67,Social Media often spreads messages without any validation of informational accuracy,0.8,train,Social media brings more harm than good
68,Social media is often misused as a channel to spread rumors and falsehoods and such news can spread in an uncontrolled manner,0.909090909,train,Social media brings more harm than good
69,"If people do not know their chances of winning, we can make regulation and force the gambling companies to publish their chances of winning and make sure every gambler knows them.",0.375,train,Gambling should not be banned
70,Online shopping is not good because it is likely to generate more returns as consumers can not touch or feel the goods before they buy them,0.4,train,Online shopping brings more harm than good
71,"In the social media, people tend to write something which they would never mentioned in person, occasionally resulting in the lack of sensitiveness.",0.6,train,Social media brings more harm than good
72,Social media allow for extended network and unrestricted communication across the globe,0.666666667,train,Social media brings more good than harm
73,"People are allowed to harm themselves, for example by smoking, and gambling is no different because it harms the person who gamble alone",0.375,train,Gambling should not be banned
74,"We should not ban the sale of violent video games to minors because violence is part of life and we shouldn't try to shelter children from it, we should teach them to cope with it.",0.7,train,We should allow the sale of violent video games to minors
75,"Unlike drugs, gambling is only psychologically (not physically) addicting, which means the government doesn't have a reason consistent with previous legislation to ban it.",0.333333333,train,Gambling should not be banned
76,"Social media worsens mental health issues of self-worth by facilitating a ""look at me"" culture as users seek self-validation.",0.7857142859999999,train,Social media brings more harm than good
77,"There is no way to make accountable to those who made wrong statement specially personal attacks, misleading, baseless and unethical judgements about people, countries, laws and religion",0.75,train,Social media brings more harm than good
78,"Children growing in the world of social media learns that their worth is determined by ""likes"" count causing them to focus on self representaion to others instead of building selfworth from within.",0.444444444,train,Social media brings more harm than good
79,"AI should augment the driver not replace her/him. When decisions are left totally in the ""hands"" of artificial intelligence we relinquish our own well-honed insight.",0.75,train,We should limit autonomous cars
80,Social media replaces in person contact without providing the level same level of connection and understanding.,0.647058824,train,Social media brings more harm than good
81,"When doping is made legal, athletes who don't want to consume drugs will be unable to compete professionally. This means we force the harms of doping on everyone.",0.5,train,We should ban doping in sport
82,The fun from driving will be lost if the car is autonomous.,0.5,train,We should limit autonomous cars
83,"Keeps the people health as one group , it helps to be not get other people sick",0.285714286,train,Flu vaccination should be mandatory
84,Social media is a way to spread hate speech,0.7,train,Social media brings more harm than good
85,"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not &amp;quot;distracted&amp;quot; by cellphones, nor do they speed or drive while tired or drunk!",0.4375,train,We should promote autonomous cars
86,"Adverse reactions to vaccines are extremely rare, with the most common (anaphylaxis) occurring in one per several hundred thousand to one per one million vaccinations.",0.583333333,train,Flu vaccination should be mandatory
87,"Being exposed to violence constantly, with positive reinforcements and enjoyment, can characterize violence as not “that bad”. Minors will be more oblivious to violence in real life and will ignore it when they encounter it.",0.7142857140000001,train,We should ban the sale of violent video games to minors
88,you can get private information about people and than use it for wrong reasons and crimes.,0.6,train,Social media brings more harm than good
89,"Social media helps people get informed and connect, without the fuss of having to contact all of your friends and family every day or week.",0.7142857140000001,train,Social media brings more good than harm
90,Autonomous cars require a lot of time and effort which can be better spent instead on more advanced and forward-looking forms of public mass-transport systems which can be made as comfortable as cars,0.75,train,We should limit autonomous cars
91,Violent video games provide opportunities for children to explore virtually the consequences of violent actions and to develop their moral compasses.,0.916666667,train,We should allow the sale of violent video games to minors
92,The fact that violent kids play violent video games doesn't mean that the games caused the violence. especially since there are millions of non-violent children playing the same games.,0.6,train,We should allow the sale of violent video games to minors
93,Children can be influenced by the behaviour exhibited in violent games and have difficulty in separating the reality from the game.,0.916666667,train,We should ban the sale of violent video games to minors
94,Social media is ensuring more of public good by creating awareness when properly verified and validated. Given is false news is restricted,0.5,train,Social media brings more good than harm
95,"Social media are being abuse by people as propaganda , which disturb the society harmony",0.75,train,Social media brings more harm than good
96,We can help enterprises to protect sensitive information,0.8,train,We should support information privacy laws
97,People are unable to identify who's the originator of a social media post and therefore could be manipulated by someone.,0.75,train,Social media brings more harm than good
98,"Online shopping enables any manufecturer to be part of the market. Thus products are spread to people without passing quality comtrols, having the potential of harming the consumers.",0.571428571,train,Online shopping brings more harm than good
99,It is not clear who will be liable for accidents. The legal system is not ready for autonomous cars,0.666666667,train,We should limit autonomous cars
100,Mchines have better reflexes compared to humans preventing accidents,0.3,train,We should promote autonomous cars
101,The flu doesn't seem significant to many healthy adults but they forget that one sneeze at the supermarket can infect an elderly person or an infant and we should ensure that those weaker populations are protected.,0.833333333,train,Flu vaccination should be mandatory
102,"Gambling promotes unhealthy values of materialism and focus on money instead of family, friendships, and hard work.",0.727272727,train,Gambling should be banned
103,Increased use of social media has proven to contribute towards an increase in depression and anxiety.,0.727272727,train,Social media brings more harm than good
104,"Under the criteria of free choice dictating that free choice can be given only if there is no harm to the society, lack of vaccination promote diseases widespreading and so isn't a legitimate choice.",0.428571429,train,Flu vaccination should not be mandatory
105,"Social media shows content similar to the taste of the user, limiting the scope of information that a person is subjected to. This weakens the capacity to understand and accept differing points of view.",0.8125,train,Social media brings more harm than good
106,"If you know how to filter data on social media, the good is increased. Such as: bring people together, you can meet others with same interest. Work together. Build good solutions for the world",0.642857143,train,Social media brings more good than harm
107,We should not ban the sale of violent video games to minors because children can distinguish fiction from reality.,0.333333333,train,We should allow the sale of violent video games to minors
108,Social media intensifies a topic otherwise not fully exposed or neglected by local media.,0.363636364,train,Social media brings more good than harm
109,People use their cognitive capabilities during gambling ...,0.0,train,Gambling should not be banned
110,Social media (SM) is not able to convey emotions and feelings in right manner which otherwise would have been possible if we do it personally. Relationships built on social media are not lasting long .,0.7142857140000001,train,Social media brings more harm than good
111,Religious reasons not to get vaccinated are more important than marginally contributing to herd immunity since the potential for hell is infinite.,0.4,train,Flu vaccination should not be mandatory
112,"Vegetarians elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear, so vegetarians also cause harm every time they kill and eat a plant.",0.615384615,train,We should abandon vegetarianism
113,Gambling can start addictive behaviors that can lead more serious addictions including drugs and alcohol.,0.727272727,train,Gambling should be banned
114,Gambling is an important part in developing skills to weigh risks and rewards.,0.583333333,train,Gambling should not be banned
115,"It's a free world, if people wish to gamble they should be allowed",0.5,train,Gambling should not be banned
116,"Privacy laws is a means of protecting someone interest, but most of the time, used to protect someone bad activities. And law is always depends on it's implementation and control, which can't be fully controlled.",0.4,train,We should discourage information privacy laws
117,"Participation in social media is a repeated act, thus showing by the participant's continued sustained judgment that benefits outweigh harms.",0.416666667,train,Social media brings more harm than good
118,Social media allows you find long-lost friends and family members.,1.0,train,Social media brings more good than harm
119,it's best for relationships that are transactional in nature,0.363636364,train,Online shopping brings more good than harm
120,"In 2015, motor vehicle accidents were the second leading cause among accidental deaths in the US. Motor vehicle accidents accounted for 35K deaths. Self-driving cars, especially if deployed en masse, can prevent many deaths.",0.666666667,train,We should promote autonomous cars
121,"Minors are easily influenced, plaing violent video games and associating it with fun may make them more voilent.",0.7142857140000001,train,We should ban the sale of violent video games to minors
122,Many cultures have traditions of eating meat; by banning eating meat you are hurting the rights of humans to express themselves.,0.5,train,We should abandon vegetarianism
123,Social Media drives suicide rates as there is more public shaming,0.7,train,Social media brings more harm than good
124,"Autonomous cars will have better reaction time and road prediction than humans do, which will make the roads safer and basically eliminate car accidents.",0.8125,train,We should promote autonomous cars
125,"Young children are more likely to confuse fantasy violence with real world violence, and without a framework for ethical decision making, they may mimic the actions they see in violent video games.",0.75,train,We should ban the sale of violent video games to minors
126,"Drunk driving incidents should decrease, because there's no designated driver needed when dealing with Autonomous vehicle",0.625,train,We should promote autonomous cars
127,"SM brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not",0.272727273,train,Social media brings more good than harm
128,Its dangerous when if becomes and addiction and difficult to quit even if the person wants to,0.416666667,train,Social media brings more harm than good
129,"Mandatory flu vaccination normalizes vaccines early on for children, which makes them less squeamish about future vaccines.",0.571428571,train,Flu vaccination should be mandatory
130,People tend to use social media instead sleeping. That is very bad for health and brain in long run. Sleep deprivation causes Alzheimer.,0.6,train,Social media brings more harm than good
131,A ban on fossil fuels would lead to clandestine organizations taking over this sector.,0.428571429,train,We should not ban fossil fuels
132,"As long as there are autonomous cars plus regular cars, autonomous cars will not be effective.",0.625,train,We should limit autonomous cars
133,"A Netflix documentary, What The Health, went even so far as to claim that eating one egg was as bad as smoking five cigarettes a day.",0.222222222,train,We should adopt vegetarianism
134,Online shopping allows people to search for the best price and save money.,0.833333333,train,Online shopping brings more good than harm
135,"Unsuitable content is made available to children and students, due to uncontrolled content that is available on social media, this calls for action from all social media providers to filter content as per users maturity.",0.666666667,train,Social media brings more harm than good
136,"Gambling is highly addictive, and people are unable to take care of themselves. The government should take care of them for their own benefit.",0.625,train,Gambling should be banned
137,"Autonomous cars can make highway traffic more efficient, reducing emissions and leading to a better environmental outcome.",0.909090909,train,We should promote autonomous cars
138,"Social media makes lynching easy, tempting for youth and weak users.",0.3125,train,Social media brings more harm than good
139,"In online shopping, the goods tends to be bought from big international corporates - which is distressful for small and medium local business hence for the local economy.",0.75,train,Online shopping brings more harm than good
140,gambling is mostly a froud. it makes people addicted with the fancy lights and hotels but eventualy most people don't win anything and lose all their money.,0.318181818,train,Gambling should be banned
141,Online shopping help small producers that sell niche products to easily find their customers all over the world.,0.8,train,Online shopping brings more good than harm
142,Violent video games may decrease crime because people are busy playing the games instead of committing violent acts.,0.181818182,train,We should allow the sale of violent video games to minors
143,Autonomous cars are dangerous and can't react the same as humans.,0.7142857140000001,train,We should limit autonomous cars
144,It is not easy to regulate gambling because it is not easy to catch gamblers in the act.,0.111111111,train,Gambling should not be banned
145,These games break a social taboo and once one kids have them they all want them. This means an entire school becomes more violent and it is much more likely that fights will become violent.,0.625,train,We should ban the sale of violent video games to minors
146,"Today countries in Africa are winning in many copetitions and they take pride in that, but now only countries with the money to develop drugs will be able to win, thus harming the weaker countries.",0.7142857140000001,train,We should ban doping in sport
147,"Professional Athletes are likely to have a supervised doping regime, massively reducing risks",0.454545455,train,We should legalize doping in sport
148,Productivity at work is impacted negatively when employees are allowed to use social media in most instances,0.75,train,Social media brings more harm than good
149,Gambling is just a game with stakes. It is your own responsibility.,0.571428571,train,Gambling should not be banned
150,Social media are time consuming. I always realze that I could spend better the time lost for sitting at facebook or compatible.,0.727272727,train,Social media brings more harm than good
151,"Posts tend to be boastful, 'look at what I have', they say. It becomes an arms race to be better than the Jones's, leaving users depressed.",0.7142857140000001,train,Social media brings more harm than good
152,Autonomous driving can't provide ethical responses to critical situations that may occur when several people might be injured or killed.,0.7,train,We should limit autonomous cars
153,Autonomous cars will be soon safer compared to a human driver.,0.727272727,train,We should promote autonomous cars
154,"If autonomous cars are used to bring goods and services directly to people, they will undercut traditional business and destroy city shopping areas, which will kill neighborhoods and hurt communities.",0.7777777779999999,train,We should limit autonomous cars
155,I do not think they should be banned but I think they should be restricted and there should be parental notifications and permission.,0.454545455,train,We should allow the sale of violent video games to minors
156,"In our age of advanced technology, privacy is an outdated concept. Get over it, and get used to the new realities.",0.466666667,train,We should discourage information privacy laws
157,Not only gamblers play their money but pull other peoples' fortune into the gamble. Gamblers get more and more aggressive as they lose more.,0.454545455,train,Gambling should be banned
158,Best way of advertising whether it's a movie or any product . It's specially helpful for those who cannot afford costly advertisement through other media platform.,0.444444444,train,Social media brings more good than harm
159,"Online shops are cheaper since they need to spend less money on people such as cashiers, so people spend less money.",0.625,train,Online shopping brings more good than harm
160,"All the people that suffer harshly from gambling - the heavy gamblers, started small. Legal gambling leads to much more people starting small and eventually deteriorate to heavy gambling",0.75,train,Gambling should be banned
161,"Mandating flu vaccination is good for the economy by creating more jobs in production, administration, and other management.",0.666666667,train,Flu vaccination should be mandatory
162,"I bought $100 worth of bitcoin in 2015 and it's worth $50 today, so no.",0.090909091,train,We should abandon cryptocurrency
163,Doping in sport seriously harm the athletes in the long term.,0.571428571,train,We should ban doping in sport
164,but shopping online for cheapness is kinda doodoo as risks are worse than the gains.... i shop online cuz im lazy!!!,0.1,train,Online shopping brings more harm than good
165,Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.,0.8,train,We should promote autonomous cars
166,Social media has given rise to a new age of digital con artists and scams parading as a good cause.,0.7,train,Social media brings more harm than good
167,Fossil fuel resources are largely located in a small amount of countries with controversial political agendas. World's dependence on fossil-fuel based technologies put great power.,0.5555555560000001,train,We should not ban fossil fuels
168,Mandating flu vaccines will motivate increased research into side effects and sociological impacts.,0.571428571,train,Flu vaccination should be mandatory
169,Social media helps us to find or learn about literally anything.,0.6,train,Social media brings more good than harm
170,"Social media has opened up a different world and has brought economic, social and cultural benefits to the world. Openness and transparency have increased as a result of social media",0.857142857,train,Social media brings more good than harm
171,Cryptocurrency volatility makes loaning more difficult as the value of the loaned currency may vary massively and make the returns difficult to predict.,0.6,train,We should abandon cryptocurrency
172,"Data is power, the lack of regulation exposes everyone to potentially harmful usage of personal information by bad actors.",0.8,train,We should support information privacy laws
173,"Life on social Media is extremely carefully curated, more often than not, boosted by marketing and PR agencies. There is not much realism left and the social connection is often connecting to brand and despair",0.6,train,Social media brings more harm than good
174,"Flu vaccination should not be mandatory because an average person can weigh the risk of the flu, a familiar illness, against the unhappiness produced by the vaccine and make their own decision.",0.7142857140000001,train,Flu vaccination should not be mandatory
175,"If gambling is the decision about where a person can invest their money in the hopes of a large return knowing the risks of a potential loss, then every expense is gambling.",0.181818182,train,Gambling should not be banned
176,Data Privacy laws are not a significant deterrent to those who abuse the data and restrict those who could use it to benefit society.,0.5,train,We should discourage information privacy laws
177,Illegal organizations will dominate gambling black markets which will further fund illicit activity.,0.583333333,train,Gambling should not be banned
178,"Allowing doping mean furthering human ability, making amateurs to further their goals and try to push themself further.",0.222222222,train,We should legalize doping in sport
179,The government should not intervene in personal medical choices.,0.642857143,train,Flu vaccination should not be mandatory
180,"The constitution does not grant the government the right to do this. The government also defines all powers that the government has, so it would be violating its contractual agreements with the people.",0.8888888890000001,train,Flu vaccination should not be mandatory
181,"Let's make a better world where our kids and show them violent is not path for living a life, lets show them we care for them.",0.3,train,We should ban the sale of violent video games to minors
182,Professional networking sites greatly assist companies to find personnel and job seekers to find work.,0.916666667,train,Social media brings more good than harm
183,Due to anonymity fraud is encouraged and enabled by on-line shopping.,0.7692307690000001,train,Online shopping brings more harm than good
184,"Due to social Media, lots of business are set up online, bringing choice and low prices and compare quality. Businesses can find a market for their goods and services in a cost-effective way, globally.",0.933333333,train,Social media brings more good than harm
185,"Autonomous cars can reduce the traffic if used in a sincere, reliable and responsible way.",0.583333333,train,We should promote autonomous cars
186,it is easy to put false information and people around will believe that information is true,0.692307692,train,Social media brings more harm than good
187,"Online stores have lower running costs, and their prices are lower as the result",0.7692307690000001,train,Online shopping brings more good than harm
188,"Voilent Video games do not teach moral reasoning to minors. Instead, they reward minors for being violent therefore psychological conditioning them to be more violent in order to seek more rewards.",0.7,train,We should ban the sale of violent video games to minors
189,"Autonomous cars increase our free time, because instead of driving people can now work or engage in entertainment during their commute.",0.7142857140000001,train,We should promote autonomous cars
190,"Gambling as a mental illness is very difficult to cure. Candidates don't necessarily realize it is abnormal what they are doing. But even if they do, the urge to keep on playing is irresistable.",0.583333333,train,Gambling should be banned
191,Software and AI testing technologies can not cover enough of the possible real-life situations that autonomous cars will encounter.,0.5555555560000001,train,We should limit autonomous cars
192,The amount of time we spend daily consumed by social media is astonishing when mapped out and most people wouldn't feel comfortable with their consumption numbers.,0.5555555560000001,train,Social media brings more harm than good
193,Athletes who are richer have more means of achieving the best drugs and doping programs hence will have a better shot at winning sport events.,0.636363636,train,We should ban doping in sport
194,"Playing violent video games decreases one's ability to empathize with other people's pain and struggles, meaning that teaching to this to children at a young age ultimately leads to crueler adults when they grow up.",0.7,train,We should ban the sale of violent video games to minors
195,Violent games cause kids to be angry and also make social ability a challenge for them. I would 100% ban it for kids under 12 yrs old.,0.727272727,train,We should ban the sale of violent video games to minors
196,Social media is an excellent tool and enriches the lives of billions.,0.727272727,train,Social media brings more good than harm
197,"Legalization of doping will place pressure on individual players to dope since they will be at an automatic disadvantage if they don't, preventing them from having a meaningful choice.",1.0,train,We should ban doping in sport
198,"Addiction to gambling can lead to bankruptcy, families to split or criminal behaviour at times of desperation.",0.909090909,train,Gambling should be banned
199,"Many athletes need supplements in order to recover properly from training and injuries that naturally arise from sport, so legalizing doping would allow for the best treatments for athletes when they are injured.",0.909090909,train,We should legalize doping in sport
200,Stopping the development of autonomous cars will harm the auto industry which is already investing heavily in this field.,0.666666667,train,We should promote autonomous cars
201,"In a capitalist society the meat industry have incentives only to make more profit, which can mean cutting down on efforts to reduce suffering to the animal.",0.5,train,We should adopt vegetarianism
202,Bets are in the sphere of individual freedom.,0.454545455,train,Gambling should not be banned
203,"Violence within the games translates into violence among gamers, especially if they are minors (who still push boundaries and develop their morals)",0.727272727,train,We should ban the sale of violent video games to minors
204,Autonomous cars will make traffic on highways and in general slower since everyone will be abiding by the speed limit even if it is safe to break it or a car needs to be passed.,0.1578947369999999,train,We should limit autonomous cars
205,Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,0.875,train,We should promote autonomous cars
206,"Violent video games show graphic and disturbing material that is not suitable for young people, and the government should take an interest in protecting against bad parenting by banning the sale of them to minors.",0.6,train,We should ban the sale of violent video games to minors
207,"Social media is a very effective tool for mobilizing disorganized individuals into various forms of protest, either online or on the streets. This gives significantly more power to citizens and improves democracy and accountability.",0.875,train,Social media brings more good than harm
208,There may be significant health risks to atheletes who engage in doping,0.4,train,We should ban doping in sport
209,We should ban the sale of violent video games to minors because graphic violence conditions children to be callous towards violence in the real world.,0.818181818,train,We should ban the sale of violent video games to minors
210,Social media lets people keep in touch with far away loved ones.,0.882352941,train,Social media brings more good than harm
211,"Online shopping allows people to buy products more cheaply than in their local stores, given that some products are produced more cheaply in other areas or countries, and that people can compare.",0.5,train,Online shopping brings more good than harm
212,We should not adopt cryptocurrency because governments and banks would be able to short the currency and cause global shocks much more easily than in a world with many currencies.,0.7333333329999999,train,We should abandon cryptocurrency
213,We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals,0.705882353,train,We should adopt vegetarianism
214,"Social media allowes people to stay in touch with eachother, by sending masseges, sharing pictures, and forming groups.",0.272727273,train,Social media brings more good than harm
215,"Confidential bank information, medical history or likes & preferences of people should be governed by IP laws to ensure they are not made available to miscreants and misused in the wrong hands.",0.7777777779999999,train,We should support information privacy laws
216,"Social media, if we choose to use it judiciously, offers tremendous opportunity to engage with family, friends and community at large across the world and express our views in an unprecedented manner.",0.916666667,train,Social media brings more good than harm
217,"Autonomous cars cannot be trusted because they don't make decisions like humans with years of driving experience do. When the choice is to hit a living thing or an object, what will the car do?",0.7,train,We should limit autonomous cars
218,I would like to ban all violence games and the games containing hard or soft sex contents to the children under age of 16.,0.2,train,We should ban the sale of violent video games to minors
219,Gambling has addictive qualities that can result in a loss of livelihood.,0.833333333,train,Gambling should be banned
220,"I do not believe that autonomous cars will be entirely successful, but I do believe that efforts in that direction will produce safer cars with significantly more preventative capabilities.",0.142857143,train,We should promote autonomous cars
221,"Privacy is a fundamental right for each and every human being and enshrined in privacy laws. Without this, who and what would you trust? It is about respect for each and every living human being.",0.8,train,We should support information privacy laws
222,Gives consumers more information and more ability to compare prices and hence prevents them from spending more money than needed,0.7,train,Online shopping brings more good than harm
