id,argument,label,set,topic
186,Jesus was quite clear Divorce is a sin and if you remarry you are committing adultery.,0.6378,train,gm
187,The legislature and the executive are answerable to the people.,0.48025,train,gm
188,First time offenders are deemed 'trustworthy'.,0.197,train,gc
189,But I am saying that a taste for raw oysters concerns no one except the person/s concerned.,0.413,train,gm
190,Keeping prisoners in jail is not gun control.,0.7538,train,gc
191,"If there have been ""many"" cases why can't you just link me to 3?",0.132,train,dp
192,"If we can now focus on possible evolutionary path-ways for the eye, we will see that evolutionaries have an eye for make believe.",0.48025,train,evo
193,"If this sticks, if the filibuster sticks, it will mean that you will have to have 60 votes for any nominee.",0.443,train,gc
194,First off I am really horrified and sad by your tragedy.,0.017,train,gc
195,"So what, they do.",0.0435,train,gm
196,so it's not equal yet.,0.3074285714,train,gm
197,Wait if this system worked for the military there would be no need for these people in these no alone zones to be armed.,0.7215714286,train,gc
198,So the forgiveness didn't require the crucifixion?,0.012,train,dp
199,"If I may suggest to all; 'A repeal of the Second Amendment, alone, will not automatically exclude gun owners from owning firearms.",0.8338571429,train,gc
200,"But also, There's going to be a lot of people with Archaeopteryx eggs on their face.",0.5553333333,train,evo
201,"First of all, ALMAH means young woman.",0.1236666667,train,gm
202,But...we aren't going to kill you.,0.0275,train,dp
203,"[QUIOTE=Kronus]You have no idea what God's word is, no one does.",0.7045,train,gm
204,You know who else is in the NRA?,0.236,train,gc
205,"If you can solve those major social problems, the crime will vanish.",0.393,train,gc
206,"But you held out Dembski's ""explanatory filter"" as an example of the testability of ID creationism.",0.4905,train,evo
207,"First of all, it wasn't Kurtz's link but the Brussels Journel, http://www.brusselsjournal.com/node/301 and Paul Belien wrote the article as you can see here.",0.099,train,gm
208,"If we as a whole world want to prove that we have developed a lot over the years, why do what brutal barbarians and vikings did?",0.53825,train,dp
209,"So if you're really interested in enforcing gun laws, don't support the NRA.",0.7138571429,train,gc
210,"If you say so, but if they aren't related in evolution, they equally aren't related in ID.",0.7542,train,evo
211,"First of all, I have been to shows and was impressed by how many types, numbers of guns, and varieties of guns these sellers had for sale in their respective booths.",0.7335,train,gc
212,"Society is brutalized by the maintenance and release of such criminals, not their execution.",0.845,train,dp
213,"If he believes heaven forbids it, that's his belief.",0.482,train,gm
214,"First, I find it funny that supersport can take Carroll, author of Endless Forms Most Beautiful (which happens to be a favorite of those evil, evil conspirators over at IIDB) and somehow believe that it supports supersport's version of near-Lamarckism.",0.0,train,evo
215,But evolution doesn't necessitate the generation of positive solutions to immediate problems.,0.626,train,evo
216,"First, evolution provides the only scientific answers for how humans got here: we evolved from non-human ancestors.",0.92975,train,evo
217,"So tell me, specifically which ""Indigenous peoples"" were slaughtered as a result of Darwin's theory.",0.596,train,evo
218,"I think I mentioned these to you on another thread, but I did leave out a few, so for the benefit of those reading, I will give it a shot.",0.0676666667,train,gc
219,"First you're talking about rational, now ""Morality.""",0.2705,train,gm
220,But I haven't seen any evidence that only the poorly educated masses who can't afford good schooling turn to a life of crime.,0.70675,train,dp
221,If we can't limit behavior then we msut eliminate all laws becasue that is all ti regulates.,0.4013333333,train,gm
222,If one person was excecuted when he was innocent than thats hundreds too many.,0.9112,train,dp
223,"But it was evolution, wasn't it?",0.4533333333,train,evo
224,"If the effect of the ban is uncertain, how can you be certain that ""It is only taking away weapons from people who will not use them in a crime""?",0.6988333333,train,gc
225,So you claim to have studied evolution and you have to have Darwin's finches explained to you.,0.752,train,evo
226,"But like Gays, they can not marry........OK, lets move on though.",0.5589999999999999,train,gm
227,So do you think it could have been prevented?,0.0785,train,gc
228,"But POWER OF ATTORNEY has to be set up, what if something happens before that is done.",0.114,train,gm
229,So a theistic evolutionist would believe in natural selection as a method used by God?,0.629,train,evo
230,"But Archie, if the whole thing was guided by the hand of God, what was the point of having an ark in the first place?",0.5655,train,evo
231,"If you can not justify that ""research"" has violated someones right, then there so justification legal, Constitutional, or ethical to control said researcher.",0.721,train,gc
232,So roughly 28% of Americans own a firearm.,0.7636666667,train,gc
233,"Yes but you are only partially guilty because there was only one woman there was no man yet, and adultery is a two part sin.",0.6536666667000001,train,dp
234,"If they thought there was a chance that the militia would oppose them, do you think they'd be so ready to trample our liberties?",0.7726,train,gc
235,"If so, would it still be OK, for an American citizen to buy any weapon that they would want from a foreign government/manufacturere, etc?",0.458,train,gc
236,You agree genes exist (thank goodness for small favors) and you admit that they store the heritable information linking one generation of individuals to the next.,0.7885,train,evo
237,"The article says that if you grow up in a family that fights, you won't be as likely to marry.",0.3855,train,gm
238,But why do you have to get rid of them by killing them.,0.60175,train,dp
239,"First, if you are claiming to make an absolute statement about all religions, then you have to include the possibility of religions that do not hold beliefs in supernatural creation and your arguments cannot rest purely on disputing those beliefs.",0.8366,train,evo
240,"First, it relies upon a fallacy (the argument from (im)probability); second, it is dependent upon irreducible complexity (as Dembski himself has explained).",0.26175,train,evo
241,We had a huge population increase also.,0.1285,train,gc
242,it is quite clear that Jesus did not support the death penalty.,0.8702,train,dp
243,"First of all, when gun owners say ban guns, it means, if you want to ban ANY Gun, you are a gun banner!",0.6443333333,train,gc
244,We are not talking about additional rights but lesser restrictions.,0.48875,train,gm
245,Firstly with the scandal the ATF is in the validity of anything they write must be questioned thoroughly.,0.4762857143,train,gc
246,"first of all, most women who agree to polygamous marriages are heavily brainwashed into doing so.",0.7934,train,gm
247,"Sorry, as I stated earlier, I do not read much on creationist theories (unless I am looking to see how unscientific they are) only evolutionist ones actually written by evolutionists.",0.8009999999999999,train,evo
248,"First you want to complain about the state supreme court, and now you want to complain about the state legislature.",0.3165714286,train,gm
249,"If you cannot find a way to bring along the lung of theropoda into full avian development, I will accept the admission of evolutionists that there are indeed no transitional fossils upon which to base their theories.",0.6579999999999999,train,evo
250,"But if the state refuses to recognise their right to commit to each other in a legal union, then they are being denied at least one right which is available to everyone else.",0.8304,train,gm
251,But at least some are coming from the U.S. civilian market.,0.3705,train,gc
252,This is an example to everyone else to OBEY authority.,0.4052,train,gc
253,But then you would have to get all of the other countries to stop the drugs too.,0.30475,train,gc
254,"First, there are over 6 billion humans on Earth.",0.3873333333,train,gm
255,"If you think the mutation is due to a baseball bat hitting the genes its a novel idea, but I don't think they had yet invented baseball at the time the mutation arose.",0.5245,train,evo
256,"If in your mind you do believe your statement, then I can prove that your ignorant of the true nature of creationists by finding just one who would be willing to learn the basics you mentioned.",0.3813333333,train,evo
257,"First the opponents of equality shouted, ""Let the people decide,"" and then when the people's legislature failed to amend the state constitution as they wanted, they whined and complained that somehow that process was corrupt or flawed.",0.5786,train,gm
258,"if any website explicitly states dawkins suggests biomorphs as an accurate description of evolution, then that website is spreading misinformation, and i have shown you why, and you are in turn helping spread that misinformation.",0.64925,train,evo
259,Most legislation though is way too loose on their text specifications and would easily allow the banning of hunting firearms and cartridges.,0.7609999999999999,train,gc
260,So now those that are opposed to even more laws on the books and a return to Old Testament practices are considered left wing?,0.2808,train,gm
261,If ever we had a system that was absolutely fair and equal to all defendants and no mistakes could be made .... I could support the death penalty.,0.8014,train,dp
262,If we are sure they raped & killed those innocent children then we should let them die.,0.9098,train,dp
263,"Please explain what ""right"" you or anyone else has to ask personal questions of anyone you work with, either by choice or obligation.",0.3442857143,train,gc
264,"Here's the problem...you can't divide people into law-abiding citizens and hardened criminals, murder is a crime of passion and rage.",0.7666666667,train,dp
265,"So if Geology is a fairy tale since it supports evolution, how do we find where to drill for oil or coal?",0.78375,train,evo
266,"How does requiring things in science class to be ""testable theories [and hypothesis] which have been thoroughly observed, identified, described, experimentally investigated and remain unrefuted"" dumb down science?",0.8626666667,train,evo
267,yeah sure you are....whatever helps you sleep at night......,0.1325,train,gm
268,"First, I'm not an NRA member at all.",0.4916666667,train,gc
269,"Firstly, not all of the 'gay marriage crowd' are gay or wish to get married.",0.6476,train,gm
270,"First, if you're going to quote someone, please read the quote before commenting on it.",0.0,train,gc
271,"If someone killed a relative of mine, I'd want to PERSONALLY throw the switch or put a bullet in their head.",0.8582,train,dp
272,"First, I don't consider having a marriage recognized by government to be a ""right"".",0.6746,train,gm
273,"Christ taught us in the beatitudes that we should not ""take an eye for an eye"".",0.8338,train,dp
274,Your defensive insecurity is really showing!,0.3425,train,gm
275,But most doctors do have pools.,0.0315,train,gc
276,"If they are not going to be given the same rights as the rest of us, why should they have to pay the same amount of taxes to our government and recieve less in return?",0.846,train,gm
277,"If the government does happen to be repressive, who's to say enough people will rise up?",0.8440000000000001,train,dp
278,So they want social security benefits and inheretence rights and that's what's p*ssing everyone off?,0.4748,train,gm
279,It's as simple as that.,0.0545,train,gm
280,You are a poor listener unless it is the voices in your head.,0.392,train,gc
281,"First of all let me say that I'm all for gay marriage, as I've already said in this thread and others.",0.6544,train,gm
282,Every ballot initiative that was up for vote.,0.165,train,gm
283,"If so, that makes them a different species since they cant reproduce.",0.363,train,evo
284,"There is no need to go on, read Exodus, Leviticus, Numbers, Dueteronomy.",0.51425,train,dp
285,"If Creationists had an ounce of intellectual integrity, they wouldn't inflate the Haeckel story beyond its reasonable dimensions.",0.8270000000000001,train,evo
286,So do you still defend the 2nd amendment?,0.9336666667,train,gc
287,"First, I will point out to you that God judged Germany rather harshly the other governments are either 1) punishment for the people, and 2) awaiting their imminent demise.",0.5105,train,dp
288,If same sex marriage were right for everyone they would pass laws protecting that.,0.7940909091,train,gm
289,"Your argument about dwarves and giants determined by a single protein works on an individual level fine but in determining a whole Race within the same genome group, not so fine.",0.4726,train,evo
290,Science has yet to identify its designer.,0.7343333333,train,evo
291,Sometimes evolution can be rapid.,0.8183333333,train,evo
292,If you want people to learn about guns then force people to have 1 year in the military before they can purchase a gun.,0.71675,train,gc
293,But I am debating it is a security risk that doesn't need to be taken.,0.2742857143,train,gc
294,so stop with the christians hate gays if ur gonna say it at all say SOME or really the old ladies in the front peaus in church!,0.5972,train,gm
295,"So in your opinion, if it comes down to it and its either going to be the minority or the majority who gets their way, it should be the minority that gets what they want?",0.5815,train,gm
296,all the refrences you give from Jesus are his commands for our personal lives... he in no way meant for those to be the rules of government.,0.5465,train,dp
297,"If for no other reason than to stop AIDS transmission, which we know is spread greatly throughout the gay community, don't you think that we should attack the problem with as much vigor as we do cigarettes?",0.8302857143000001,train,gm
